bag,bagName,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166
1,20,-1.146127,-0.858953,-0.96507,0.23964,-0.163793,1.203585,0.728486,-0.247572,0.644181,-1.254659,0.460939,-0.360634,-0.247033,0.236463,0.034679,-0.076833,0.60764,-0.482239,-0.714257,0.207531,0.118432,0.532042,-0.283274,-0.800444,-0.743259,0.499209,0.428373,-0.272812,1.418606,-0.88517,-0.363541,-1.333111,1.663574,-0.846318,0.93695,-0.879717,1.931445,-0.099019,-0.902689,0.406539,-0.94501,-1.405544,-0.809675,0.46831,-0.330192,0.49475,-0.17136,0.392168,-0.530062,-0.741195,0.100319,0.433904,0.324192,0.201924,-1.287597,0.153764,0.692554,-0.512348,1.48828,-1.093855,-0.583037,-1.00596,1.40239,-0.707464,1.771236,-1.089679,-0.104166,-1.106091,-1.022131,-0.681898,-0.932341,-0.98071,0.208669,-0.321756,-0.359407,-0.264974,0.710952,0.524946,-0.54041,0.555276,0.119307,0.719402,0.072806,-1.197502,-1.015125,0.692887,-0.72004,-0.551384,0.51257,-0.594095,-0.610103,-0.316224,0.336362,-0.28057,1.336328,-0.969249,1.742072,0.355059,-0.920957,0.689004,-0.995607,-0.10027,0.056755,0.352958,0.225324,0.408552,0.636825,0.849254,-0.105735,-0.351396,0.233101,-0.096689,-0.094108,-0.024501,-0.839955,-0.227163,-0.789036,0.598121,0.691368,0.360003,-0.768438,-0.698296,-0.437943,1.386688,-0.974239,-1.061473,-1.17839,-0.936446,-0.872766,1.405841,1.629838,1.642717,-0.186167,-0.262684,0.059776,-1.412441,0.089436,-1.089501,-0.141567,-0.208239,-0.236732,0.24894,0.667471,0.445255,-0.154676,-0.327558,-0.218682,-0.746747,-0.754514,0.43273,0.785265,1.586588,0.493136,-1.185767,-0.843601,-1.231182,-0.305783,-0.464399,-0.728582,-1.490646,-1.321965,-0.218231,1.845463,-0.179275,-2.21962,0.595797
1,20,-1.146127,-0.870277,-1.138549,0.226398,-0.163793,1.203585,0.512647,0.398981,0.602653,-0.371507,0.44979,-0.662006,0.371611,-0.039882,0.362468,-0.515203,0.633564,0.022358,-0.432507,-0.457297,-0.38261,0.49777,-0.176369,-0.7834,-0.743259,0.845892,0.006119,0.525981,1.48748,-0.842807,-0.363541,-1.258579,1.663574,-0.747393,0.949511,-0.953104,1.887764,0.318088,-0.916569,-0.384873,-1.003897,-1.392616,0.09295,0.344562,-0.405646,0.224925,-0.365037,0.097068,-0.180118,-0.409664,-0.389312,0.576853,0.356054,0.491722,-1.276208,0.009654,0.405288,-0.487177,1.518363,-0.799695,-0.462229,-1.00596,1.438268,-0.594677,1.78349,-1.135098,-0.104166,-1.209454,-1.022131,-1.389436,-1.035253,-0.98071,0.483568,-0.66373,0.313189,-0.18139,0.728531,-0.026135,-0.52856,0.374406,-0.201153,0.455218,0.035028,-1.187246,-0.822547,0.692887,-0.947137,0.670031,0.612838,-0.609743,-0.621737,-0.273156,0.336362,-0.028311,1.305658,-0.989396,1.731857,0.738565,-0.920957,0.24569,-1.028444,-0.079114,0.504239,0.515914,0.262548,-0.713611,-0.607586,0.198403,0.050085,-0.364812,0.055111,-0.254152,-0.114521,-0.014106,-1.064733,-1.059048,-0.780733,0.899357,0.615291,0.212068,-0.768438,-0.66413,-0.428495,1.372867,-0.963983,-1.00352,-0.654363,-0.799389,-0.286996,1.395517,1.610899,1.642717,-0.094874,-0.606776,-0.308429,-0.916204,0.608351,-0.791073,0.170031,0.005913,0.184567,-0.216306,0.278075,0.541885,-0.154676,-0.327558,-0.290322,-1.297028,-1.118585,-0.217927,0.785265,1.630063,0.553219,-1.171791,-0.767168,-1.220574,-0.274048,-0.676532,-0.777846,-1.505892,-1.436492,-0.238528,1.824405,-0.179275,-2.236859,0.55889
1,21,-1.256698,-0.870277,-1.138549,0.292609,-0.163793,-1.480454,0.493879,0.359397,0.592271,-0.330109,0.438641,1.049789,0.3867,0.020193,0.349356,-0.515203,0.633564,-0.099968,1.037492,-0.442844,1.454544,0.486345,1.245456,-0.7834,-0.732596,0.823525,0.016946,0.604294,-1.112508,-0.834334,-0.363541,-1.343758,1.599578,-0.873297,0.547539,-0.928642,-0.575811,0.367159,-0.916569,-0.360142,-1.003897,-1.418473,0.124075,0.333312,0.172837,0.213682,-0.365037,0.251644,0.627444,-0.364455,1.504786,0.576853,0.515361,0.515871,-1.310374,0.457995,0.405288,-0.462006,-1.204193,-0.777905,-0.734047,-1.00596,1.11537,-0.902962,0.411087,-0.998841,-0.104166,-1.157773,-1.022131,-1.357275,-1.035253,-0.98071,0.496064,0.240059,0.341214,-0.18139,0.710952,-0.073036,1.094861,0.362348,0.668665,0.434083,1.785451,-1.207758,-0.802275,0.664454,-0.921904,0.670031,-0.506813,-0.946164,-0.621737,-0.316224,0.336362,-0.001757,1.428337,-0.989396,-1.169214,0.738565,-0.920957,0.236052,-1.028444,-0.10027,0.517025,0.515914,0.237732,-0.501647,-0.62396,0.18512,0.06307,0.118147,0.04142,1.410455,0.569301,0.422451,-1.054516,-0.997427,-0.789036,0.889943,0.606838,0.233202,-0.768438,-1.313283,-1.07096,1.552543,-0.963983,-0.887615,-0.603238,-0.880011,-0.245155,0.39409,1.705592,1.344484,0.863707,0.729888,-0.257642,-0.868181,0.618526,-0.765123,0.908635,1.810911,1.882931,-0.177535,0.278075,0.552622,-0.154676,-0.327558,-0.290322,-1.282156,-1.105101,-0.19469,0.785265,0.180902,0.027486,-1.185767,-0.869079,-1.231182,-0.274048,-0.665367,-0.802477,-1.505892,-1.344871,-0.218231,1.824405,-0.179275,-2.21962,0.595797
1,21,-1.256698,-0.858953,-0.936156,0.292609,-0.163793,-1.469587,0.709718,0.90039,0.592271,-1.158065,0.483238,-0.432963,-0.216855,0.176388,-0.004655,0.048415,0.633564,-0.51282,0.228993,0.279795,0.105585,0.509194,0.197795,-0.808966,-0.743259,0.868258,0.471682,-0.288475,-1.129727,-0.859752,-0.363541,-1.386347,1.615577,-0.90927,0.547539,-0.855255,-0.575811,-0.025412,-0.902689,0.480734,-0.933233,-1.431401,-0.762988,0.44581,-0.342767,0.550964,-0.111768,0.350011,0.95047,-0.605568,0.035894,0.38992,0.366674,0.129475,-1.321763,2.267369,0.701531,-0.512348,-1.189151,-1.072065,-0.754182,-1.00596,1.11537,-0.902962,0.411087,-0.998841,-0.104166,-0.9855,-1.022131,-0.537174,-0.919477,-0.98071,0.23366,-0.382822,-0.331382,-0.264974,0.693372,0.501496,-0.350814,0.53116,0.062082,0.698267,0.148364,-1.22827,-0.984718,0.645499,-0.656958,-0.144246,-0.490101,-0.946164,-0.621737,-0.359292,0.348249,-0.187632,1.397667,-0.969249,-1.118139,0.355059,-0.920957,0.708279,-0.995607,-0.10027,0.04397,0.341318,0.175692,0.421021,0.751441,0.809406,-0.079765,-0.351396,0.192027,-0.096689,-0.022664,0.048259,-0.768435,-0.119326,-0.805641,0.541639,0.674462,0.381136,-0.758667,-1.324672,-1.061512,1.511079,-0.974239,-0.974544,-1.127266,-0.928384,-0.775137,0.404414,1.705592,1.424777,0.026851,-0.222981,-0.003708,-1.364418,0.109785,-1.0376,0.735525,1.872097,0.77702,0.352328,0.698213,0.455992,-0.154676,-0.327558,-0.218682,-0.64264,-0.67361,0.490825,0.785265,0.151918,0.012465,-1.185767,-0.958251,-1.231182,-0.274048,-0.430904,-0.802477,-1.505892,-1.241797,-0.218231,1.845463,-0.179275,-2.202382,0.632705
1,21,-1.256698,-0.858953,-0.96507,0.292609,-0.163793,-1.469587,0.719102,-0.300352,0.623417,-1.199462,0.483238,1.206503,-0.231944,0.260493,0.008456,0.032759,0.616282,0.037649,0.780242,0.250889,1.788572,0.520618,1.095791,-0.808966,-0.743259,0.488025,0.4392,-0.272812,-1.129727,-0.859752,-0.363541,-1.3757,1.599578,-0.918263,0.547539,-0.879717,-0.575811,-0.074483,-0.902689,0.431271,-0.94501,-1.431401,-0.77855,0.45706,0.197988,0.539721,-0.141564,0.954264,0.089069,-0.665847,1.749601,0.411912,0.515361,0.153625,-1.310374,0.009654,0.692554,-0.512348,-1.204193,-1.072065,-0.754182,-1.00596,1.11537,-0.902962,0.411087,-0.998841,-0.104166,-1.071636,-1.022131,-0.649737,-0.932341,-0.98071,0.221164,0.557607,-0.345394,-0.264974,0.702162,0.513221,1.071161,0.543218,1.023459,0.708834,1.785451,-1.22827,-0.994854,0.673932,-0.694807,-0.624088,-0.490101,-0.946164,-0.621737,-0.337758,0.348249,-0.214186,1.397667,-0.969249,-1.128354,0.355059,-0.920957,0.698641,-0.995607,-0.10027,0.04397,0.341318,0.1881,0.433489,0.718694,0.822689,-0.09275,0.091316,0.233101,1.477939,0.620332,0.474422,-0.799086,-0.180947,-0.797339,0.579294,0.682915,0.360003,-0.758667,-1.324672,-1.061512,1.524901,-0.974239,-0.945568,-1.152828,-0.936446,-0.803031,0.404414,1.705592,1.390366,1.670133,1.25926,0.351801,-1.396434,0.09961,-1.063551,0.608578,1.122564,1.659116,0.274787,0.677718,0.445255,-0.154676,-0.327558,-0.218682,-0.717002,-0.727546,0.455968,0.785265,0.151918,0.012465,-1.185767,-0.945512,-1.231182,-0.274048,-0.442069,-0.802477,-1.505892,-1.253249,-0.218231,1.845463,-0.11685,-2.202382,0.632705
1,21,-1.256698,-0.858953,-1.124092,0.292609,-0.163793,-1.480454,0.493879,0.346202,0.581889,-0.274912,0.416342,0.157727,0.401789,0.236463,0.336244,-0.515203,0.624923,2.025454,-0.493757,-0.428391,1.081975,0.474921,-0.165679,-0.7834,-0.743259,0.801158,0.049427,0.698269,-1.09529,-0.834334,-0.363541,-1.333111,1.615577,-0.864304,0.547539,-0.928642,-0.575811,0.416231,-0.916569,-0.323044,-1.003897,-1.418473,0.170762,0.288312,-0.204434,0.179954,-0.365037,1.741198,-0.207037,-0.304177,0.808995,0.543865,0.292331,0.540021,-1.310374,-0.02237,0.414265,-0.449421,-1.189151,-0.74522,-0.734047,-1.00596,1.11537,-0.902962,0.411087,-0.998841,-0.104166,-1.071636,-1.022131,-1.309034,-1.022389,-0.98071,0.496064,0.2767,0.355227,-0.18139,0.684582,0.313894,-0.374513,0.362348,0.74878,0.423516,0.198736,-1.207758,-0.782004,0.654977,-0.884054,0.684572,-0.506813,-0.953988,-0.610103,-0.316224,0.336362,0.01152,1.397667,-0.989396,-1.179429,0.748399,-0.920957,0.24569,-1.017498,-0.10027,0.517025,0.492635,0.200508,0.445958,-0.591212,1.460258,0.076055,-0.337981,0.000345,0.195742,0.058986,0.017076,-1.034081,-0.966617,-0.789036,0.899357,0.615291,0.275469,-0.768438,-1.324672,-1.07096,1.538722,-0.963983,-0.887615,-0.552114,-0.871949,-0.203314,0.39409,1.686654,1.367425,1.928797,1.113683,0.961245,-0.80415,0.64905,-0.726198,0.112328,0.143582,0.079243,-0.112918,0.288322,0.574095,-0.154676,-0.327558,-0.290322,-1.252411,-1.078133,-0.171452,0.785265,0.180902,0.027486,-1.171791,-0.869079,-1.220574,-0.274048,-0.665367,-0.810688,-1.505892,-1.367776,-0.218231,1.824405,-0.179275,-2.21962,0.595797
1,22,1.231146,0.126174,0.639614,0.173429,0.950997,-1.056658,0.418804,0.451761,0.820673,-0.523299,0.327148,-0.746391,0.190545,0.044223,0.414914,-0.624795,0.382963,-0.207004,-0.457007,-0.486202,-0.318374,0.85192,-0.144298,-0.766357,-0.817898,0.857075,0.060254,1.152485,0.058347,-0.88517,-0.363541,0.253344,-0.336278,-0.990208,0.233498,-0.463858,-0.540866,0.551177,1.790011,-0.285947,0.44472,0.908665,-0.0938,0.322062,-0.279889,0.033799,2.286841,0.153277,-0.153199,-0.485012,-0.440852,0.939722,0.249849,0.672845,-1.048433,0.2018,0.36938,-0.197716,-0.512273,-0.908643,0.010934,1.23341,-0.032712,-0.948077,0.288552,0.863346,-0.145623,-0.141365,1.603904,-0.231646,0.611336,0.474888,0.346119,-0.602663,0.25714,-0.766474,0.763691,-0.03786,-0.599659,0.374406,-0.018033,0.539757,-0.103495,-0.910332,-0.883361,0.636022,-0.164915,1.106251,0.36217,-0.977459,-0.435607,-0.746903,0.288813,-0.293847,-0.381182,-0.747634,-0.495022,0.954902,0.976572,0.197503,0.350725,-0.840737,0.440313,0.469355,0.324588,-1.037791,-0.935062,-0.133664,0.08904,-0.284319,-0.040729,-0.299142,0.099812,0.121019,-1.095384,-0.966617,-0.847155,1.068802,0.657556,0.391703,-0.827069,-1.017178,-1.014271,-0.962932,-0.06139,-0.68478,-0.858861,-0.960633,-0.551987,0.228906,-0.548107,-0.811972,0.011635,-0.514136,-0.308429,0.396425,0.638875,1.790975,0.112328,0.311845,0.210899,0.029241,0.431784,0.896194,-0.154676,-0.3597,0.282797,-0.003124,0.000595,-0.206308,0.029911,0.586667,0.613303,0.561203,0.264679,1.070727,-0.305783,-0.810511,-0.84353,1.299486,0.292861,-0.380605,-0.302467,-0.865947,-0.082028,0.152904
1,22,1.120575,-0.553224,0.610701,0.173429,0.428439,-1.024059,0.841098,-0.102427,0.862201,-1.337455,0.315998,-0.336524,-0.382833,0.332582,0.178906,-0.40561,0.443453,-0.344621,-0.518257,0.091909,0.002807,0.680557,-0.144298,-0.757835,-0.817898,0.599858,0.493336,-0.382451,0.058347,-0.919061,-0.363541,0.317228,-0.336278,-1.062153,0.24606,-0.414934,-0.540866,-0.074483,1.83165,0.480734,0.503606,0.805236,-0.90305,0.44581,-0.078677,0.213682,2.152757,0.771583,-0.597359,-0.861751,-0.002761,0.653825,0.419777,0.503796,-1.037045,0.281861,0.791302,-0.550103,-0.497231,-1.159224,0.000867,1.24244,-0.032712,-0.955596,0.300805,0.863346,-0.145623,-0.072456,1.562872,0.00956,0.6242,0.49021,0.071219,-0.211835,-0.345394,-0.766474,0.781271,0.44287,-0.386363,0.543218,0.371096,0.835643,0.211329,-0.930844,-1.055668,0.806615,-0.139682,-0.507762,0.36217,-0.993107,-0.493772,-0.768437,0.288813,-0.61249,-0.319842,-0.747634,-0.474592,0.41406,1.084561,0.795014,0.372617,-0.883049,0.06954,0.341318,0.349404,0.159183,-0.165493,1.008647,-0.157676,-0.230657,0.04142,-0.017958,0.181462,0.141807,-0.870607,-0.103921,-0.830549,0.67343,0.78435,0.381136,-0.827069,-1.017178,-1.023719,-0.976753,-0.102417,-0.858639,-1.318983,-1.041254,-1.165651,0.23923,-0.472352,-0.800502,-0.414401,-0.408261,0.135956,0.540494,-0.032662,1.868825,0.031543,-0.223536,0.131905,0.313558,0.769943,0.520412,-0.194952,-0.3597,0.067877,0.175345,0.121952,0.514062,0.029911,0.586667,0.613303,0.533252,0.302896,1.091942,-0.321651,-0.743521,-0.851741,1.223253,0.441746,-0.319715,-0.323526,-0.803522,-0.030312,0.189812
1,22,1.286432,2.334218,1.131138,0.160187,-0.163793,-1.013192,0.897404,-0.432302,0.509216,-1.268459,0.572432,-0.396799,-0.216855,0.164373,-0.04399,0.439817,0.745903,-0.344621,-0.775507,0.178625,0.259752,0.943314,-0.251202,-0.868619,-0.817898,0.532759,0.395892,-0.727028,0.058347,-0.88517,-0.363541,-0.438733,-0.320279,-0.891283,0.24606,-0.610632,-0.53213,0.121802,0.485301,0.456003,1.928669,1.076736,-0.825238,0.490809,-0.455949,0.708361,0.096807,0.46243,-0.449306,-0.741195,0.164744,0.521873,0.642807,-0.112022,-1.059822,-0.054394,0.701531,2.533288,-0.497231,-1.093855,-0.0092,0.872221,0.074921,-0.918001,0.300805,0.817927,-0.145623,-0.124138,1.367971,0.266847,1.679046,1.470824,0.271146,-0.370609,-0.401444,0.152944,0.710952,0.607022,-0.623359,0.494986,0.062082,1.036423,-0.065716,-0.961613,-1.035397,0.816093,1.878953,-1.278418,0.36217,-0.961812,1.134865,-0.897641,0.276926,-0.094695,-0.411852,-0.304403,-0.454162,0.394393,0.822301,0.814289,2.102051,-0.671487,-0.007172,0.341318,0.126061,0.632985,1.373647,1.061777,-0.06678,-0.31115,0.356325,-0.119184,-0.043077,0.308115,-0.891041,-0.489053,-0.855458,0.306299,0.623744,0.360003,-0.817297,-1.017178,-1.014271,-1.142608,-0.502429,-0.452969,-1.140047,-0.920322,-0.733297,0.249554,-0.623861,-0.720208,0.224653,-0.103873,0.047079,0.124295,0.018212,0.091235,0.066165,-0.039977,-0.355223,0.455716,0.923652,0.788828,-0.114399,-0.3597,-0.791801,0.918968,1.578234,0.409492,0.015659,0.586667,0.613303,1.623361,0.239202,1.240453,-0.13124,-0.319255,-0.794267,1.2385,0.338672,-0.461791,-0.323526,-0.928372,-0.099267,0.079088
1,22,1.286432,2.300248,1.304618,0.173429,-0.163793,-1.034925,0.60649,0.267032,0.706472,-0.454303,0.594731,-0.384744,0.416878,-0.111971,0.165795,-0.217738,0.711337,0.114103,-0.371257,-0.486202,-0.087124,0.657709,-0.016013,-0.87714,-0.817898,1.058375,0.190178,0.275379,0.058347,-0.825861,-0.363541,-0.470675,-0.288281,-0.76538,0.24606,-0.732943,-0.540866,0.403963,0.49918,-0.285947,1.975778,1.115521,0.077387,0.389561,-0.493676,0.550964,-0.439528,0.097068,-0.13974,-0.635708,0.010124,0.675817,0.664048,0.081176,-1.048433,0.34591,0.324495,2.470362,-0.497231,-0.7888,0.000867,0.790954,0.182553,-0.910481,0.300805,0.727089,-0.145623,-0.038001,1.337197,0.170365,1.769094,1.51679,0.583532,-0.55381,0.173065,0.152944,0.834011,0.138017,-0.386363,0.374406,-0.018033,0.613728,0.211329,-0.930844,-0.86309,0.82557,1.929419,0.364677,0.36217,-0.953988,0.902202,-0.811505,0.288813,0.263779,-0.381182,-0.35477,-0.474592,0.846734,0.88401,0.187866,2.102051,-0.608018,0.440313,0.515914,0.138469,-0.090187,-0.574838,0.397643,-0.118721,-0.284319,0.301559,-0.0517,-0.022664,0.266538,-1.126036,-1.274722,-0.872063,0.842875,0.55612,0.423404,-0.807525,-1.017178,-1.004823,-1.087323,-0.522943,-0.337064,-0.552114,-0.815514,-0.077792,0.23923,-0.6428,-0.743149,-0.216598,-0.553839,-0.359216,0.124295,0.710099,0.18206,0.493171,-0.254129,0.105574,-0.112918,0.308817,0.638515,-0.154676,-0.3597,-0.791801,1.097437,1.686107,-0.09012,0.029911,0.586667,0.613303,1.637337,0.404807,1.219237,-0.115373,-0.341585,-0.786056,1.116527,0.361577,-0.482088,-0.3867,-0.865947,-0.06479,0.005273
1,23,1.06529,-0.587194,0.480591,0.160187,-0.163793,-0.947993,0.634643,-0.155207,0.561125,-0.647492,0.550134,0.374715,0.235811,-0.015852,0.047791,-0.233394,0.694054,-0.222295,0.424992,0.352059,0.388224,0.543466,0.646793,-0.749313,-0.871212,0.734058,0.406719,0.713932,0.075566,-0.893643,-0.363541,0.434349,-0.352276,-0.810345,0.208375,-0.439396,-0.53213,0.943748,0.5547,0.134491,0.574271,0.59838,-0.15605,0.367061,0.273442,0.584692,-0.499121,0.364063,-0.085902,-0.334316,-0.015646,0.664821,0.557843,0.455497,-1.048433,0.185788,0.638692,-0.386495,-0.467147,-0.897748,-0.029335,1.170202,0.039043,-0.970635,0.300805,0.817927,-0.104166,0.134271,0.229338,-0.167324,0.6242,0.428922,0.471073,0.069072,-0.023109,-0.599308,0.623052,0.220093,0.514221,0.458812,0.81745,0.518622,0.211329,-0.88982,-0.903632,0.730796,0.036948,0.175649,0.36217,-1.00093,-0.59847,-0.725369,0.253152,0.170841,-0.166493,-0.818148,-0.423516,0.915568,0.297781,0.496259,0.405454,-0.904205,0.28689,0.422796,0.101245,-0.090187,-0.705829,0.344513,-0.105735,0.332795,0.068803,0.724367,0.895902,0.682307,-0.574308,0.373643,-0.872063,0.955838,0.78435,0.550205,-0.875928,-1.017178,-1.033168,-1.032038,-0.430632,-0.945568,-0.718269,-0.863887,-0.231208,0.228906,-0.377659,-0.789031,-0.125305,-0.34209,-0.397307,0.140302,1.005168,0.402637,0.354682,-0.147053,-0.012917,0.416946,0.534256,0.799564,-0.154676,-0.327558,-0.218682,-0.003124,0.121952,0.235209,0.001407,0.572175,0.583261,0.575179,0.506718,1.15559,-0.242313,-0.28576,-0.851741,0.903074,0.750968,-0.421198,-0.365642,-0.741098,0.038642,0.208265
1,23,1.231146,0.499843,0.075806,0.186671,-0.163793,-0.980592,0.747255,-0.142012,0.613035,0.04247,0.538984,0.434989,0.688478,-0.232121,0.060902,-0.374298,0.823675,0.282302,0.339242,-0.11043,0.028501,0.577739,0.849911,-0.800444,-0.871212,0.241992,0.828974,-0.586065,0.075566,-0.79197,-0.363541,-0.385497,-0.272282,-0.603503,0.208375,-0.830792,-0.540866,0.47757,0.51306,1.024831,0.680267,1.12845,0.497575,0.153314,0.323745,0.461022,-0.037277,0.16733,-0.408928,-0.153482,-0.080071,0.532869,0.664048,0.552096,-1.037045,0.457995,0.89005,-0.499762,-0.482189,-0.494639,-0.0092,-0.446117,0.290186,-0.940558,0.288552,0.63625,-0.104166,0.20318,1.193586,0.37941,0.43124,0.428922,0.695991,0.203419,0.383252,-0.264974,0.798851,-0.190287,0.514221,0.446754,0.336761,0.708834,0.198736,-0.83854,-0.690783,0.522293,0.314511,-0.769494,0.36217,-0.977459,-0.610103,-0.660767,0.265039,0.516038,-0.258503,-0.616679,-0.464377,0.541896,0.374917,0.968485,0.744773,-0.54455,0.517025,0.446076,-0.010427,-0.601395,0.096489,0.610166,-0.06678,0.34621,0.096186,0.611893,0.722395,0.807038,-0.870607,-0.30419,-0.896971,0.278058,0.733633,0.581905,-0.856384,-1.017178,-1.023719,-1.032038,-0.769105,-0.279111,-0.028086,-0.702644,0.326668,0.218582,-0.623861,-0.789031,-0.110089,-0.024467,-0.130675,0.044256,0.435379,0.208011,0.758607,-0.02468,0.158236,0.946809,0.954394,0.681461,-0.154676,-0.343629,-0.648521,0.32407,0.351181,0.95558,0.001407,0.572175,0.598282,0.673009,0.736017,0.45547,-0.13124,-0.196441,-0.810688,0.750608,0.556273,-0.705351,-0.449874,-0.865947,-0.013074,-0.031635
1,24,1.286432,2.447451,0.813093,0.186671,-0.163793,-1.013192,0.841098,-0.445497,0.550743,-0.040325,0.661627,2.098566,0.733744,1.377885,0.506694,0.095384,0.936014,0.511664,1.649992,0.091909,0.902113,0.783375,0.710935,-0.87714,-0.871212,0.197259,0.62326,-0.821004,0.075566,-0.732661,-0.363541,-0.279023,-0.288281,-0.270757,0.208375,-0.732943,-0.549602,0.661588,0.49918,0.987733,1.869782,1.03795,0.46645,0.310812,2.109495,0.809546,0.513956,0.335959,0.371716,-0.289108,1.839796,0.510877,0.557843,0.153625,-1.048433,0.185788,0.845164,2.58363,-0.497231,-0.418375,0.010934,1.079905,0.254309,-0.820251,0.276298,0.727089,-0.104166,0.306544,1.306423,0.540214,1.511815,1.424857,0.770964,2.133132,0.14504,0.403694,0.737321,-0.01441,1.959896,0.434696,0.714445,0.909614,1.269139,-0.818028,-0.711054,0.579158,1.702323,-1.351121,0.378881,-0.930517,1.56529,-0.940709,0.276926,0.847958,-0.258503,-0.233889,-0.495022,0.512395,0.77602,1.007034,2.123942,-0.608018,0.363601,0.364598,1.09388,0.009561,1.029796,0.72971,-0.079765,2.063396,0.849221,0.791851,0.855077,0.71349,-0.850172,-0.335,-0.913577,0.02389,0.64065,0.40227,-0.846612,-1.028567,-1.023719,-1.087323,-0.348578,-0.395016,0.125288,-0.557525,0.577712,0.208258,-0.585984,-0.75462,0.863707,2.106255,1.354844,0.204333,0.364155,0.10421,0.296979,0.082396,0.842848,1.02435,1.077361,0.917667,-0.033846,-0.343629,-1.22164,0.799988,1.295068,0.827772,0.015659,0.572175,0.598282,1.679264,0.213724,1.378355,-0.020168,0.518112,-0.769635,1.131773,0.395935,-0.258825,-0.407758,-0.928372,-0.013074,0.023726
1,24,1.231146,2.447451,0.726353,0.160187,-0.163793,-0.937126,0.869251,1.309434,0.415778,-0.606094,0.561283,0.025123,-0.171588,0.104298,-0.096436,0.502441,1.005145,0.06823,0.547492,0.655567,0.208363,0.829072,0.807149,-0.826009,-0.871212,0.488025,0.569125,0.604294,0.075566,-0.936007,-0.342116,-0.279023,-0.30428,-0.891283,0.220937,-0.684019,-0.523394,0.575713,0.49918,0.901172,1.810895,1.076736,-0.607363,0.44581,0.059655,0.708361,0.856615,0.617007,0.573607,0.193118,-0.196036,0.466893,0.70653,-0.208621,-1.048433,1.706943,0.82721,2.659141,-0.452106,-1.072065,-0.039402,1.079905,0.218431,-0.963115,0.300805,0.772508,-0.104166,0.237635,1.326939,0.411571,1.421767,1.302281,0.296137,-0.199622,-0.149221,-0.014223,0.675792,0.548397,0.395723,0.314116,0.428321,0.951884,0.097992,-0.920588,-0.741461,0.645499,1.714939,1.96415,0.36217,-1.016578,1.635089,-0.962243,0.253152,-0.028311,-0.227833,-0.26411,-0.413301,0.502562,0.745166,0.978122,2.091105,-0.586862,0.005614,0.329678,0.076429,0.545706,1.144413,0.610166,0.050085,0.212055,0.123569,0.600646,0.76322,0.817432,-0.175838,0.419859,-0.855458,0.325126,0.649103,0.40227,-0.8857,-1.028567,-1.042616,-1.15643,-0.317808,-0.481946,-1.114485,-0.944508,-0.635668,0.23923,-0.529168,-0.708738,0.376809,-0.368559,-0.041798,0.172318,0.486253,0.18206,0.677822,0.678963,0.171402,0.933886,1.067114,0.906931,0.086984,-0.343629,-0.576881,0.710754,1.254616,0.758059,0.015659,0.586667,0.598282,1.609385,0.290157,1.346531,-0.178843,-0.28576,-0.83532,1.10128,0.37303,-0.279121,-0.407758,-0.865947,0.004165,0.060634
